ticket_id,created_date,ticket_text,product_name,product_segment,ticket_category,priority,sentiment,confidence_score,escalated,resolution_text,resolved_date,resolution_days,auto_resolved,customer_satisfaction_score
TKT109369,2024-10-01,My power bank (order #ORD3054873) is missing key accessories that were listed in the product details.,power bank,Electronics,Product Issue,Medium,Slightly Negative,0.98,No,Compatibility issue noted. Full refund processed. Listing updated.,2024-10-06,5,No,4
TKT109370,2024-07-28,My wallet balance was deducted for herbal tea order #ORD5762255 but order still shows payment pending.,herbal tea,Grocery & Health,Payment Issue,High,Negative,0.87,Yes,Payment failure investigated. Order confirmed manually. No re-charge needed.,2024-08-02,5,No,2
TKT109371,2023-06-25,My face mask (order #ORD8233772) overheats dangerously. This is a serious safety concern.,face mask,Beauty & Personal Care,Product Issue,High,Negative,0.66,Yes,Warranty claim initiated. Brand service center ticket #SVC38971 created.,2023-06-27,2,No,1
TKT109372,2023-08-15,I cannot add a new delivery address. The save button doesn't respond in the app.,tablet,Electronics,Account & Login,Low,Neutral,0.69,No,OTP delivery fixed. Mobile number updated successfully.,2023-08-22,7,No,4
TKT109373,2024-04-04,My makeup brush set from order #ORD5498378 has developed a defect within the warranty period.,makeup brush set,Beauty & Personal Care,Product Issue,High,Negative,0.98,No,Warranty claim initiated. Brand service center ticket #SVC86062 created.,2024-04-05,1,No,2
TKT109374,2024-06-23,My order history is showing blank. Cannot see any of my past 3 orders.,cycling helmet,Sports & Fitness,Account & Login,Medium,Slightly Negative,0.69,No,Loyalty points restored after audit confirmed erroneous deduction.,2024-06-27,4,No,3
TKT109375,2024-07-07,My protein powder from order #ORD1319447 has developed a defect within the warranty period.,protein powder,Grocery & Health,Product Issue,High,Very Negative,0.89,Yes,Compatibility issue noted. Full refund processed. Listing updated.,2024-07-10,3,No,2
TKT109376,2024-06-19,Tax amount on dry fruits pack (order #ORD7793675) invoice does not match what was shown at checkout.,dry fruits pack,Grocery & Health,Payment Issue,Medium,Neutral,0.69,No,Corrected GST invoice with accurate GSTIN issued and emailed.,2024-06-20,1,No,3
TKT109377,2024-04-30,The delivery slot I selected for my resistance bands order #ORD8957082 was not honored. This is the second rescheduling.,resistance bands,Sports & Fitness,Delivery Issue,Medium,Slightly Negative,0.84,No,Courier partner penalized for non-delivery. Fresh delivery arranged.,2024-05-02,2,No,3
TKT109378,2024-06-08,The quality check team rejected my decorative lamp return (order #ORD3789008) unfairly. Item has factory defect.,decorative lamp,Home & Kitchen,Refund & Return,High,Negative,0.67,Yes,Refund of ₹8114 approved and will be credited within 3-5 business days.,2024-06-14,6,No,3
TKT109379,2023-05-27,The quality check team rejected my electric kettle return (order #ORD7659097) unfairly. Item has factory defect.,electric kettle,Electronics,Refund & Return,High,Very Negative,0.9,No,Replacement dispatched without requiring return of defective item.,2023-06-03,7,No,4
TKT109380,2023-02-14,I was charged in USD instead of INR for my sunglasses order #ORD9433169. Currency conversion not expected.,sunglasses,Fashion,Payment Issue,High,Negative,0.86,Yes,Currency mismatch corrected. Differential amount of ₹6038 refunded.,2023-02-15,1,No,3
TKT109381,2023-11-30,Seller of my air purifier (order #ORD9098676) shipped the item late by 3 days without any notice.,air purifier,Electronics,Seller & Product Listing,Medium,Neutral,0.66,No,Partial order issue resolved. Remaining items shipped or refunded.,2023-12-07,7,No,3
TKT109382,2023-08-18,I initiated a return for smart AC (order #ORD3082339) over a week ago. No pickup has been scheduled yet.,smart AC,Electronics,Refund & Return,Medium,Neutral,0.81,No,Seller notified of return in transit. Refund released on priority basis.,2023-08-19,1,No,4
TKT109383,2024-05-18,Auto-return for cooking oil order #ORD8900244 was triggered without my request. Please cancel it.,cooking oil,Grocery & Health,Refund & Return,High,Negative,0.89,Yes,Duplicate charge of ₹5521 reversed immediately to original payment source.,2024-05-23,5,No,2
TKT109384,2023-01-16,Fake reviews on the vitamin supplements I bought misled me into purchasing. Quality is very poor.,vitamin supplements,Grocery & Health,Seller & Product Listing,Medium,Slightly Negative,0.91,No,Counterfeit complaint forwarded to brand protection and legal team.,2023-01-19,3,No,4
TKT109385,2023-07-06,Delivery partner is not picking up calls for order #ORD2489612. I need to receive my socks urgently.,socks,Fashion,Delivery Issue,High,Negative,0.9,No,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-07-10,4,No,3
TKT109386,2023-05-09,My cart items keep disappearing when I switch between the app and website.,saree,Fashion,App & Website Issue,Medium,Neutral,0.96,No,App cache clear resolved the issue. Customer guided through fix.,2023-05-11,2,No,4
TKT109387,2023-03-04,The cycling gloves in order #ORD3576512 has no warranty card or any documentation included.,cycling gloves,Sports & Fitness,Product Issue,Low,Neutral,0.72,No,Safety concern escalated on priority. Product recalled from customer.,2023-03-13,9,No,5
TKT109388,2023-10-18,The color of bathroom accessories set (order #ORD4360753) is completely different from what is shown online. Dark vs light.,bathroom accessories set,Home & Kitchen,Product Issue,Medium,Slightly Negative,0.72,No,Compatibility issue noted. Full refund processed. Listing updated.,2023-10-28,10,No,4
TKT109389,2023-05-06,The mobile app keeps crashing when I try to view my cap cart.,cap,Fashion,App & Website Issue,Medium,Neutral,0.85,No,Bug reported to tech team. Workaround shared with customer.,2023-05-10,4,No,4
TKT109390,2024-05-26,Wrong item delivered for order #ORD7190711. I ordered a heels but got something entirely different.,heels,Fashion,Delivery Issue,High,Very Negative,0.74,Yes,Delivery attempt verified false. Refund or re-shipment offered to customer.,2024-06-01,6,No,1
TKT109391,2024-07-31,Push notifications for my jump rope order #ORD1815988 are not coming even though enabled.,jump rope,Sports & Fitness,App & Website Issue,Low,Positive,0.77,No,Issue escalated to product team. Scheduled for next sprint fix.,2024-08-06,6,No,4
TKT109392,2023-10-15,Push notifications for my gaming console order #ORD2268553 are not coming even though enabled.,gaming console,Electronics,App & Website Issue,Low,Neutral,0.71,No,App cache clear resolved the issue. Customer guided through fix.,2023-10-17,2,No,4
TKT109393,2023-08-03,I can't add my new card to buy my hair oil. Getting error code ERR543 at checkout.,hair oil,Beauty & Personal Care,Payment Issue,Medium,Slightly Negative,0.93,No,Cashback of ₹6198 credited after verification with offers team.,2023-08-08,5,No,3
TKT109394,2023-02-15,Store credit issued for RC car return (order #ORD7124737) but I wanted cash refund to my bank.,RC car,Toys & Games,Refund & Return,Medium,Slightly Negative,0.8,No,Exchange processed for correct size/variant. New item dispatched.,2023-02-25,10,No,3
TKT109395,2024-08-09,The quality check team rejected my gaming console return (order #ORD4908979) unfairly. Item has factory defect.,gaming console,Electronics,Refund & Return,High,Very Negative,0.92,No,Seller notified of return in transit. Refund released on priority basis.,2024-08-11,2,No,2
TKT109396,2023-10-16,My washing machine came in a damaged box (order #ORD9879303). Concerned product quality is affected.,washing machine,Electronics,Product Issue,Medium,Neutral,0.94,No,Counterfeit product complaint escalated to brand protection team.,2023-10-24,8,No,4
TKT109397,2024-07-23,My photo frame (order #ORD1970706) smells strange and appears to have been used before. Not new.,photo frame,Home & Kitchen,Product Issue,High,Negative,0.85,Yes,Full refund processed. Seller account flagged for quality investigation.,2024-07-28,5,No,3
TKT109398,2023-11-12,Delivery partner is not picking up calls for order #ORD1391991. I need to receive my shampoo urgently.,shampoo,Beauty & Personal Care,Delivery Issue,High,Very Negative,0.71,Yes,Lost package claim filed. Refund of ₹5220 processed within 5-7 business days.,2023-11-17,5,No,3
TKT109399,2024-02-08,Delivery partner is not picking up calls for order #ORD8614517. I need to receive my sandals urgently.,sandals,Fashion,Delivery Issue,High,Very Negative,0.67,Yes,Express delivery charge refunded. Ticket closed after confirmation.,2024-02-14,6,No,4
TKT109400,2023-08-22,My toner (order #ORD4445555) stopped charging after 6 days. Battery won't hold charge at all.,toner,Beauty & Personal Care,Product Issue,High,Very Negative,0.77,Yes,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2023-08-29,7,No,4
TKT109401,2023-07-18,My return for body lotion (order #ORD6720110) was rejected without any reason or explanation.,body lotion,Beauty & Personal Care,Refund & Return,High,Negative,0.88,Yes,Refund of ₹5304 approved and will be credited within 3-5 business days.,2023-07-21,3,No,4
TKT109402,2023-05-28,I was charged ₹8325 extra on my art & craft kit (order #ORD2510680) than what was shown in cart.,art & craft kit,Toys & Games,Payment Issue,High,Very Negative,0.74,Yes,Corrected GST invoice with accurate GSTIN issued and emailed.,2023-05-30,2,No,3
TKT109403,2024-02-10,My wishlist items are all gone after the recent app update. Lost 7+ saved items.,face serum,Beauty & Personal Care,Account & Login,Low,Positive,0.97,No,Loyalty points restored after audit confirmed erroneous deduction.,2024-02-15,5,Yes,4
TKT109404,2023-02-07,I received a completely damaged shampoo in order #ORD2147097. The packaging was torn and the item is unusable.,shampoo,Beauty & Personal Care,Delivery Issue,High,Very Negative,0.86,Yes,Express delivery charge refunded. Ticket closed after confirmation.,2023-02-13,6,No,1
TKT109405,2024-06-16,I paid using net banking for lehenga but order #ORD7986813 is showing as 'payment failed'.,lehenga,Fashion,Payment Issue,High,Negative,0.85,Yes,Currency mismatch corrected. Differential amount of ₹5205 refunded.,2024-06-23,7,No,1
TKT109406,2023-05-31,I received an expired cooking oil in order #ORD6590085. Expiry date has already passed. Very dangerous.,cooking oil,Grocery & Health,Product Issue,Low,Positive,0.88,No,Compatibility issue noted. Full refund processed. Listing updated.,2023-06-02,2,Yes,5
TKT109407,2023-06-09,I paid using net banking for smartphone but order #ORD2887959 is showing as 'payment failed'.,smartphone,Electronics,Payment Issue,High,Very Negative,0.95,No,Currency mismatch corrected. Differential amount of ₹4977 refunded.,2023-06-14,5,No,4
TKT109408,2023-09-13,I returned face mask (order #ORD7751760) but received the wrong item back instead of a refund.,face mask,Beauty & Personal Care,Refund & Return,High,Very Negative,0.97,No,Replacement dispatched without requiring return of defective item.,2023-09-17,4,No,1
TKT109409,2024-02-28,The return label for leather jacket order #ORD9337279 is invalid. I cannot complete the return.,leather jacket,Fashion,Refund & Return,Medium,Slightly Negative,0.77,No,Refund of ₹8653 approved and will be credited within 3-5 business days.,2024-03-08,9,No,4
TKT109410,2023-05-12,Delivery partner is not picking up calls for order #ORD2677550. I need to receive my cycling gloves urgently.,cycling gloves,Sports & Fitness,Delivery Issue,High,Very Negative,0.76,Yes,Express delivery charge refunded. Ticket closed after confirmation.,2023-05-14,2,No,2
TKT109411,2024-07-07,The color of breakfast cereal (order #ORD4210937) is completely different from what is shown online. Dark vs light.,breakfast cereal,Grocery & Health,Product Issue,High,Very Negative,0.95,No,Defect acknowledged. Customer given choice of refund or replacement.,2024-07-14,7,No,4
TKT109412,2024-04-19,My order #ORD5115359 for tablet hasn't arrived yet. It has been 8 days past the expected delivery date. This is unacceptable.,tablet,Electronics,Delivery Issue,High,Negative,0.94,No,Courier partner penalized for non-delivery. Fresh delivery arranged.,2024-04-23,4,No,1
TKT109413,2023-01-05,Courier for order #ORD6510635 refused to deliver my bluetooth speaker to my floor without extra payment.,bluetooth speaker,Electronics,Delivery Issue,High,Very Negative,0.73,Yes,Mis-delivery case raised. Correct address flagged for re-dispatch.,2023-01-12,7,No,1
TKT109414,2023-09-25,My robot vacuum from order #ORD9630656 makes unusual noise during operation from day one.,robot vacuum,Electronics,Product Issue,Medium,Slightly Negative,0.7,No,Counterfeit product complaint escalated to brand protection team.,2023-10-05,10,No,5
TKT109415,2023-11-03,My kajal from order #ORD9871801 appears to be counterfeit/fake. Not the original brand.,kajal,Beauty & Personal Care,Product Issue,High,Very Negative,0.72,Yes,Compatibility issue noted. Full refund processed. Listing updated.,2023-11-10,7,No,2
TKT109416,2023-09-22,"I received an email saying my account password was changed, but I did not do this.",swimming goggles,Sports & Fitness,Account & Login,High,Very Negative,0.92,No,Account deletion request accepted. All data removed within 30 days.,2023-09-28,6,No,4
TKT109417,2024-04-23,The website is extremely slow while loading swimming goggles pages. Taking over 4 minutes.,swimming goggles,Sports & Fitness,App & Website Issue,Low,Positive,0.8,No,App cache clear resolved the issue. Customer guided through fix.,2024-05-02,9,No,5
TKT109418,2023-06-06,The quality check team rejected my dry fruits pack return (order #ORD9800490) unfairly. Item has factory defect.,dry fruits pack,Grocery & Health,Refund & Return,High,Very Negative,0.97,No,Refund of ₹1261 approved and will be credited within 3-5 business days.,2023-06-08,2,No,1
TKT109419,2023-07-08,No OTP was asked before delivering my rice (order #ORD8809325) to an unknown person.,rice,Grocery & Health,Delivery Issue,High,Negative,0.72,Yes,Replacement dispatched with priority shipping. New tracking ID shared via SMS.,2023-07-15,7,No,4
TKT109420,2023-02-03,Two-factor authentication is blocking me even on my own recognized device.,vitamin supplements,Grocery & Health,Account & Login,Medium,Neutral,0.82,No,Session persistence bug escalated to tech team. Temporary fix applied.,2023-02-05,2,No,4
TKT109421,2023-01-13,I'm unable to write a review for my innerwear purchase (order #ORD5847586). Form doesn't submit.,innerwear,Fashion,App & Website Issue,Low,Neutral,0.72,No,Tracking feature restored post app update rollback for customer.,2023-01-15,2,No,4
TKT109422,2023-08-22,The mobile app keeps crashing when I try to view my body lotion cart.,body lotion,Beauty & Personal Care,App & Website Issue,Medium,Slightly Negative,0.67,No,Issue escalated to product team. Scheduled for next sprint fix.,2023-08-23,1,No,3
TKT109423,2024-05-21,I want to report a seller for listing counterfeit fitness tracker products on the platform.,fitness tracker,Sports & Fitness,Seller & Product Listing,High,Negative,0.65,Yes,Seller listing flagged for review. Customer compensated with ₹5972 coupon.,2024-05-27,6,No,1
TKT109424,2023-10-21,Push notifications for my micellar water order #ORD1036233 are not coming even though enabled.,micellar water,Beauty & Personal Care,App & Website Issue,Low,Neutral,0.77,No,Tracking feature restored post app update rollback for customer.,2023-10-25,4,No,4
TKT109425,2023-01-30,Store credit issued for board game return (order #ORD1271408) but I wanted cash refund to my bank.,board game,Toys & Games,Refund & Return,High,Very Negative,0.94,No,Refund credited to store wallet as per customer preference.,2023-01-31,1,No,3
TKT109426,2023-05-28,Seller is refusing to honor the warranty on my washing machine (order #ORD6079416). Claims it was user damage.,washing machine,Electronics,Seller & Product Listing,High,Very Negative,0.73,Yes,Seller warned and ticket escalated to seller performance team.,2023-05-30,2,No,3
TKT109427,2023-11-18,The website is extremely slow while loading history textbook pages. Taking over 8 minutes.,history textbook,Books & Education,App & Website Issue,Low,Positive,0.89,No,Server-side fix deployed. Feature restored for all users.,2023-11-28,10,Yes,4
TKT109428,2023-01-18,My refund of ₹1889 for hair oil (order #ORD3488211) was credited to the wrong payment source.,hair oil,Beauty & Personal Care,Refund & Return,High,Negative,0.97,No,Seller notified of return in transit. Refund released on priority basis.,2023-01-21,3,No,3
TKT109429,2024-07-03,My programming book (order #ORD4516639) was partially delivered. Some items in the bundle are missing.,programming book,Books & Education,Delivery Issue,High,Negative,0.68,Yes,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2024-07-05,2,No,4
TKT109430,2023-05-21,I need a refund for my moisturizer (order #ORD6729605) as I accidentally ordered duplicate.,moisturizer,Beauty & Personal Care,Refund & Return,Low,Positive,0.76,No,Exchange processed for correct size/variant. New item dispatched.,2023-05-31,10,No,5
TKT109431,2024-03-29,UPI transaction for innerwear order #ORD6299663 shows success on my app but order is not confirmed.,innerwear,Fashion,Payment Issue,Medium,Slightly Negative,0.71,No,Corrected GST invoice with accurate GSTIN issued and emailed.,2024-04-05,7,No,4
TKT109432,2023-01-10,I cannot add a new delivery address. The save button doesn't respond in the app.,wireless earbuds,Electronics,Account & Login,Low,Neutral,0.87,No,Blocked account reviewed. Restored after confirming no policy violation.,2023-01-17,7,Yes,4
TKT109433,2024-07-26,Screen of my decorative lamp (order #ORD1144628) has dead pixels right out of the box.,decorative lamp,Home & Kitchen,Product Issue,Low,Neutral,0.96,No,Missing accessory shipped separately at no additional cost.,2024-07-29,3,Yes,4
TKT109434,2023-12-10,Screen of my denim jeans (order #ORD8430557) has dead pixels right out of the box.,denim jeans,Fashion,Product Issue,High,Negative,0.88,Yes,Warranty claim initiated. Brand service center ticket #SVC82294 created.,2023-12-13,3,No,4
TKT109435,2023-08-05,Cashback for my eye cream (order #ORD5137174) was not credited as per the offer terms. 2 days passed.,eye cream,Beauty & Personal Care,Payment Issue,Medium,Slightly Negative,0.94,No,Coupon issue escalated to promotions team. Manual discount of ₹4834 applied.,2023-08-09,4,No,5
TKT109436,2024-09-24,PhonePe payment for turmeric powder order #ORD2378624 was debited but transaction shows failed on your end.,turmeric powder,Grocery & Health,Payment Issue,High,Negative,0.71,Yes,Cashback of ₹8650 credited after verification with offers team.,2024-09-29,5,No,3
TKT109437,2024-02-01,Wrong variant of herbal tea delivered in order #ORD6404995. I ordered 128GB but got 64GB.,herbal tea,Grocery & Health,Product Issue,High,Negative,0.9,No,Missing accessory shipped separately at no additional cost.,2024-02-03,2,No,3
TKT109438,2024-07-14,Store credit issued for comic book series return (order #ORD6459285) but I wanted cash refund to my bank.,comic book series,Books & Education,Refund & Return,Medium,Slightly Negative,0.97,No,Refund credited to store wallet as per customer preference.,2024-07-24,10,No,5
TKT109439,2023-04-11,The battery of my shampoo (order #ORD4596593) drains within 6 hours. Completely defective.,shampoo,Beauty & Personal Care,Product Issue,High,Negative,0.84,Yes,Full refund processed. Seller account flagged for quality investigation.,2023-04-13,2,No,2
TKT109440,2024-03-11,Payment page freezes when I try to checkout my energy drink. Tried multiple times.,energy drink,Grocery & Health,App & Website Issue,Medium,Slightly Negative,0.97,No,Server-side fix deployed. Feature restored for all users.,2024-03-21,10,No,4
TKT109441,2023-09-15,Two accounts were created with the same email address. I need them merged.,microwave oven,Electronics,Account & Login,Low,Positive,0.9,No,Subscription benefits restored after backend sync with billing team.,2023-09-20,5,Yes,4
TKT109442,2023-08-24,My store credit is not applying to my soft toy order #ORD1570402. It shows balance but won't deduct.,soft toy,Toys & Games,Payment Issue,Low,Positive,0.94,No,Payment authorization hold released. No amount was actually charged.,2023-08-26,2,Yes,5
TKT109443,2024-11-20,I need a refund for my gym bag (order #ORD6900702) as I accidentally ordered duplicate.,gym bag,Sports & Fitness,Refund & Return,Low,Positive,0.7,No,Exchange processed for correct size/variant. New item dispatched.,2024-11-21,1,No,5
TKT109444,2023-03-03,My innerwear return for order #ORD9491166 has been in transit for 13 days. Worried it's lost.,innerwear,Fashion,Refund & Return,Medium,Neutral,0.81,No,Exchange processed for correct size/variant. New item dispatched.,2023-03-05,2,No,5
TKT109445,2024-11-07,I have a valid coupon for tablet but it's not applying at checkout. Coupon code: ERR708.,tablet,Electronics,Payment Issue,Low,Positive,0.93,No,Cashback of ₹7660 credited after verification with offers team.,2024-11-08,1,Yes,4
TKT109446,2023-08-10,"I'm getting conflicting tracking updates for my study table order #ORD6800108. First delivered, then in transit.",study table,Home & Kitchen,Delivery Issue,Medium,Neutral,0.86,No,Express delivery charge refunded. Ticket closed after confirmation.,2023-08-11,1,No,3
TKT109447,2023-01-10,The battery of my cap (order #ORD4060757) drains within 2 hours. Completely defective.,cap,Fashion,Product Issue,High,Negative,0.8,Yes,Counterfeit product complaint escalated to brand protection team.,2023-01-13,3,No,4
TKT109448,2023-04-01,Delivery partner is not picking up calls for order #ORD9143293. I need to receive my sports shoes urgently.,sports shoes,Fashion,Delivery Issue,High,Negative,0.98,No,Express delivery charge refunded. Ticket closed after confirmation.,2023-04-03,2,No,1
TKT109449,2023-04-03,All my saved addresses were deleted from my account. I had 6 saved addresses.,gaming console,Electronics,Account & Login,Medium,Neutral,0.88,No,Saved addresses restored from backup. Customer notified.,2023-04-09,6,No,3
TKT109450,2023-01-18,Account is showing a different name than what I registered with. Data integrity issue.,board game,Toys & Games,Account & Login,Medium,Slightly Negative,0.71,No,Subscription benefits restored after backend sync with billing team.,2023-01-26,8,No,5
TKT109451,2023-03-25,Courier for order #ORD9778869 refused to deliver my bathroom accessories set to my floor without extra payment.,bathroom accessories set,Home & Kitchen,Delivery Issue,High,Very Negative,0.69,Yes,Replacement dispatched with priority shipping. New tracking ID shared via SMS.,2023-03-29,4,No,2
TKT109452,2024-04-03,The website is extremely slow while loading water purifier pages. Taking over 14 minutes.,water purifier,Home & Kitchen,App & Website Issue,Low,Positive,0.68,No,Server-side fix deployed. Feature restored for all users.,2024-04-05,2,No,5
TKT109453,2024-03-09,I have a valid coupon for laundry basket but it's not applying at checkout. Coupon code: ERR755.,laundry basket,Home & Kitchen,Payment Issue,Low,Neutral,0.83,No,EMI plan restored to original terms. Difference amount adjusted.,2024-03-12,3,No,5
TKT109454,2024-12-26,The mobile app keeps crashing when I try to view my action camera cart.,action camera,Electronics,App & Website Issue,Medium,Neutral,0.7,No,Tracking feature restored post app update rollback for customer.,2024-12-28,2,No,4
TKT109455,2024-10-31,My order history is showing blank. Cannot see any of my past 11 orders.,yoga mat,Sports & Fitness,Account & Login,Medium,Slightly Negative,0.8,No,Session persistence bug escalated to tech team. Temporary fix applied.,2024-11-02,2,No,3
TKT109456,2023-11-02,Gift card used for dumbbells set order #ORD7648374 was applied but balance not fully deducted correctly.,dumbbells set,Sports & Fitness,Payment Issue,Low,Positive,0.97,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-11-09,7,Yes,5
TKT109457,2024-12-21,My winter jacket from order #ORD6387724 makes unusual noise during operation from day one.,winter jacket,Fashion,Product Issue,Medium,Neutral,0.79,No,Compatibility issue noted. Full refund processed. Listing updated.,2024-12-27,6,No,4
TKT109458,2023-01-27,The battery of my nail polish (order #ORD2954147) drains within 8 hours. Completely defective.,nail polish,Beauty & Personal Care,Product Issue,High,Very Negative,0.83,Yes,Used/refurbished item confirmed. Full refund + ₹8010 compensation issued.,2023-02-02,6,No,3
TKT109459,2023-06-30,My sofa set (order #ORD9683745) is missing key accessories that were listed in the product details.,sofa set,Home & Kitchen,Product Issue,High,Negative,0.95,No,Full refund processed. Seller account flagged for quality investigation.,2023-07-03,3,No,1
TKT109460,2024-12-12,The refrigerator received in order #ORD8504175 has scratches and dents. Looks like a returned/used item.,refrigerator,Electronics,Product Issue,High,Negative,0.83,Yes,Compatibility issue noted. Full refund processed. Listing updated.,2024-12-15,3,No,1
TKT109461,2023-04-25,The mobile app keeps crashing when I try to view my non-stick pan cart.,non-stick pan,Home & Kitchen,App & Website Issue,Medium,Neutral,0.88,No,Issue escalated to product team. Scheduled for next sprint fix.,2023-04-29,4,No,5
TKT109462,2023-09-26,PhonePe payment for face wash order #ORD9666787 was debited but transaction shows failed on your end.,face wash,Beauty & Personal Care,Payment Issue,High,Negative,0.68,Yes,Payment authorization hold released. No amount was actually charged.,2023-10-02,6,No,4
TKT109463,2024-02-05,Cashback for my toner (order #ORD8543664) was not credited as per the offer terms. 4 days passed.,toner,Beauty & Personal Care,Payment Issue,Medium,Neutral,0.87,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2024-02-09,4,No,5
TKT109464,2023-08-03,Gift card used for leather jacket order #ORD9885407 was applied but balance not fully deducted correctly.,leather jacket,Fashion,Payment Issue,Low,Positive,0.92,No,Currency mismatch corrected. Differential amount of ₹2278 refunded.,2023-08-08,5,Yes,5
TKT109465,2024-05-09,My tracking for order #ORD1873391 shows delivered but I never received my garden tools. Please investigate.,garden tools,Home & Kitchen,Delivery Issue,High,Negative,0.83,Yes,Delivery attempt verified false. Refund or re-shipment offered to customer.,2024-05-11,2,No,3
TKT109466,2024-01-29,The laptop I bought from a third-party seller in order #ORD9964778 is not as described. Seller is unresponsive.,laptop,Electronics,Seller & Product Listing,High,Negative,0.9,No,Seller listing flagged for review. Customer compensated with ₹1105 coupon.,2024-01-30,1,No,1
TKT109467,2023-04-04,Delivery partner is not picking up calls for order #ORD1052392. I need to receive my toner urgently.,toner,Beauty & Personal Care,Delivery Issue,High,Negative,0.99,No,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2023-04-06,2,No,1
TKT109468,2023-10-08,My wireless earbuds order #ORD4863675 has been out for delivery since morning but still hasn't reached me.,wireless earbuds,Electronics,Delivery Issue,High,Negative,0.89,Yes,Courier partner penalized for non-delivery. Fresh delivery arranged.,2023-10-11,3,No,2
TKT109469,2023-05-06,My store credit is not applying to my running shoes order #ORD3496362. It shows balance but won't deduct.,running shoes,Sports & Fitness,Payment Issue,Low,Neutral,0.87,No,Cashback of ₹6099 credited after verification with offers team.,2023-05-10,4,Yes,5
TKT109470,2023-12-28,I got a partial refund for my programming book (order #ORD7008951) but I deserve a full refund for the defect.,programming book,Books & Education,Refund & Return,High,Negative,0.96,No,Return policy exception granted. Full refund approved by senior team.,2023-12-29,1,No,3
TKT109471,2023-12-03,The delivery slot I selected for my herbal tea order #ORD8833051 was not honored. This is the second rescheduling.,herbal tea,Grocery & Health,Delivery Issue,Medium,Slightly Negative,0.77,No,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-12-09,6,No,5
TKT109472,2024-11-05,I initiated a return for bathroom accessories set (order #ORD4498503) over a week ago. No pickup has been scheduled yet.,bathroom accessories set,Home & Kitchen,Refund & Return,High,Negative,0.9,No,Quality check review overridden. Refund of ₹7888 processed.,2024-11-12,7,No,1
TKT109473,2023-06-15,The return window for my gaming console order #ORD6253187 was closed without my knowledge. Please make an exception.,gaming console,Electronics,Refund & Return,High,Very Negative,0.96,No,Return pickup scheduled for next business day. Refund post quality check.,2023-06-21,6,No,1
TKT109474,2023-07-23,My Prime/subscription benefits are not showing despite having an active membership.,DSLR camera,Electronics,Account & Login,Medium,Slightly Negative,0.91,No,Saved addresses restored from backup. Customer notified.,2023-07-31,8,No,3
TKT109475,2023-09-28,I was charged twice for order #ORD4424691 (ethnic wear). Please refund the duplicate payment immediately.,ethnic wear,Fashion,Refund & Return,High,Very Negative,0.94,No,Replacement dispatched without requiring return of defective item.,2023-10-04,6,No,3
TKT109476,2024-11-18,My kitchen knife set (order #ORD5902828) stopped charging after 8 days. Battery won't hold charge at all.,kitchen knife set,Home & Kitchen,Product Issue,High,Very Negative,0.84,Yes,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2024-11-22,4,No,4
TKT109477,2024-09-06,The electric kettle in order #ORD6918775 is not compatible with my existing device as mentioned in the listing.,electric kettle,Electronics,Product Issue,Medium,Neutral,0.87,No,Safety concern escalated on priority. Product recalled from customer.,2024-09-16,10,No,5
TKT109478,2023-01-02,The return label for sunglasses order #ORD8777015 is invalid. I cannot complete the return.,sunglasses,Fashion,Refund & Return,Medium,Slightly Negative,0.77,No,Accidental order refund approved. Amount credited within 2 days.,2023-01-07,5,No,3
TKT109479,2024-11-22,My saree order #ORD4711948 has been out for delivery since morning but still hasn't reached me.,saree,Fashion,Delivery Issue,Medium,Slightly Negative,0.84,No,Partial delivery issue resolved. Missing items shipped separately.,2024-11-23,1,No,5
TKT109480,2023-09-14,Order #ORD1504211 (cap) is stuck in transit for 13 days. No movement on tracking at all.,cap,Fashion,Delivery Issue,Medium,Neutral,0.98,No,Express delivery charge refunded. Ticket closed after confirmation.,2023-09-15,1,No,3
TKT109481,2023-01-04,Wrong variant of photo frame delivered in order #ORD2745058. I ordered 128GB but got 64GB.,photo frame,Home & Kitchen,Product Issue,High,Very Negative,0.68,Yes,Warranty claim initiated. Brand service center ticket #SVC94932 created.,2023-01-06,2,No,2
TKT109482,2023-10-04,I accidentally paid twice for my bathroom accessories set (order #ORD1032945). Second payment went through as well.,bathroom accessories set,Home & Kitchen,Payment Issue,High,Negative,0.79,Yes,Coupon issue escalated to promotions team. Manual discount of ₹8465 applied.,2023-10-05,1,No,2
TKT109483,2023-11-05,I got a partial refund for my innerwear (order #ORD2719927) but I deserve a full refund for the defect.,innerwear,Fashion,Refund & Return,Medium,Slightly Negative,0.81,No,Refund credited to store wallet as per customer preference.,2023-11-13,8,No,4
TKT109484,2023-05-22,Screen of my conditioner (order #ORD2109925) has dead pixels right out of the box.,conditioner,Beauty & Personal Care,Product Issue,High,Very Negative,0.65,Yes,Used/refurbished item confirmed. Full refund + ₹1441 compensation issued.,2023-05-29,7,No,3
